review_id,source,focused_review,review_point,human_actionability,human_specificity,human_verifiability,human_politeness,llm_actionability,llm_specificity,llm_politeness,Notes,actionability_tim,specificity_tim,verifiability_tim,politness_tim,Notes Tim,llm_verifiability,llm_feedback_verifiability
2040,ARR_2022_143_review,"Weak: 1. 	More examples are preferred to understand the motivations, the novel part of the proposed method and the baselines (see “detailed questions and comments”); 2. 	Some higher level comparisons, such as between parametric and non- parametric solutions are preferred. Currently, most baselines are in the same technical line of kNN-MT which is too narrow to reflect the strength of the proposed algorithms/networks. 
Detailed questions and comments: 1. 	Table 1, what are the hardware used? Model sizes? For “speed comparison”. 
2. 	Figure 1, what are the labels for horizontal and vertical axis? 
3. 	Lines 088 to 089, hard to understand why it is “intuitively” since the figure 1 is a 2D description of high-dimension features/distributions, do you have any detailed data/experiments to support this “intuitively”? 
4. 	Can you give real-world examples and attach them to your Figure 2? 
5. 	Figure 3, can you give example real tokens, instead of “token A”, “token B”? it is a bit difficult to understand what are the “negative, positive, pivot” arrows in this figure. 
6. 	Lines 170 to 171, “unreliable neighbors” any examples of “unreliable neighbors”? 
7. 	Line 458, is “0.18 BLEU” a significant improvement? Do not understand if it is “impressive result” or not. 
8. 	Table 6 is a bit difficult to understand. Can you first give references of using SP, LTP, HTP, and RP? Also why there are quite limit number of BLEU scores achieved by your “Ours method” higher than others? Can you also give speed/decoding comparison? Since based on this table, I am not sure why we shall rank your method to be higher than the other baselines. There is a big drop of from 46.94 to 46.03 of from “CKMT*” to “CKMT*+Ours”, any detailed analysis of this or any future work plan of this direction? 
9. 	Table 11, why “adaptive kNN-MT” output so many “wrong translations”? how there examples are selected? 
10. 	Section 2 “related work and background” is hard to understand. Intuitively, can you simply give a simple example of the difficulties of cross-domain translation (such as vocabulary difference, grammar difference and technical terms) and show that cluster based methods are helpful for this cross-domain translation. In addition, besides cluster based methods, can you also briefly summarize the major directions of dealing with “domain adaption for NMT”? if there is a comparison of among the major directions (not only other cluster-based methods), this paper will be ranked even higher (e.g., non-parameter solution vs. parameter solution for “domain adaption of MT”). ","10. Section 2 “related work and background” is hard to understand. Intuitively, can you simply give a simple example of the difficulties of cross-domain translation (such as vocabulary difference, grammar difference and technical terms) and show that cluster based methods are helpful for this cross-domain translation. In addition, besides cluster based methods, can you also briefly summarize the major directions of dealing with “domain adaption for NMT”? if there is a comparison of among the major directions (not only other cluster-based methods), this paper will be ranked even higher (e.g., non-parameter solution vs. parameter solution for “domain adaption of MT”).",1.0,1.0,-1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,"the review point contains several claims, such as the suggestion to include a simple example of cross-domain translation difficulties and the request to summarize major directions for domain adaptation in nmt. these are subjective statements indicating the reviewer's opinion on what should be added to the paper. however, the reviewer does not provide any justification or explanation for these claims. there is no attempt to validate why these additions would improve the paper or why they are necessary. the review point lacks any supporting information or reasoning to strengthen the claims made. therefore, it does not meet the criteria for verifiability as the reviewer did not attempt to justify their claims."
914,ICLR_2023_1657,"Weaknesses:
The paper starts with grandiose claims of tackling ""open-ended learning"". However, open-ended learning involves learning to perform across diverse environments. But the definition of open-ended learning in this work seems restricted only to learning different skills in a given environment. In experiments, it is mostly restricted to goal conditioned environments and learning a goal conditioned policy.
""But where do goals come from? Almost always, they are sampled from a fixed distribution over a predefined goal space; i.e. they come from an engineer."" There are numerous works where the goals are NOT generated from a fixed distribution (listed in the references below)
The previous statement makes us believe that in this work, the goals are not generated from a fixed distribution. However, a few paragraphs later, the authors note that ""In this second challenge — the one we focus on — agents must learn to organize their own learning trajectories by prioritizing goals with the objective of maximizing long-term skill mastery."" i.e, this work focuses on learning a goal conditioned policy from pre-defined goals.
""In social episodes, a social partner suggests a novel goal to the agent and decomposes it into two consecutive sub-goals: 1) a frontier goal that the agent already discovered and, if it is reached, 2) a beyond goal never achieved by the agent but just beyond the its current abilities."" The social agent keeps a list of all the goals discovered so far and a list of all the goals to be reached. This is not tractable in most environments.
One of the contributions listed is: ""an active learning mechanism allowing the agent to self-monitor its learning progress and, when it stagnates, query the social partner for a goal suggestion"". This seems like a standard active learning setting and not a novel contribution.
References: [1] Learning with AMIGo: Adversarially Motivated Intrinsic Goals. Campero et al, 2020 [2] Intrinsic Motivation and Automatic Curricula via Asymmetric Self-Play. Sukhbaatar et al, 2017 [3] Asymmetric self-play for automatic goal discovery in robotic manipulation. OpenAI et al, 2021 [4] An automatic curriculum for learning goal-reaching tasks. Zhang et al, 2021 [5] Automatic curriculum learning through value disagreement. Zhang et al, 2020 [6] Exploration via hindsight goal generation. Ren et al, 2019 [7] Automatic goal generation for reinforcement learning agents. Florensa et al, 2018","1) a frontier goal that the agent already discovered and, if it is reached, 2) a beyond goal never achieved by the agent but just beyond the its current abilities."" The social agent keeps a list of all the goals discovered so far and a list of all the goals to be reached. This is not tractable in most environments. One of the contributions listed is: ""an active learning mechanism allowing the agent to self-monitor its learning progress and, when it stagnates, query the social partner for a goal suggestion"". This seems like a standard active learning setting and not a novel contribution. References: [1] Learning with AMIGo: Adversarially Motivated Intrinsic Goals. Campero et al, 2020 [2] Intrinsic Motivation and Automatic Curricula via Asymmetric Self-Play. Sukhbaatar et al, 2017 [3] Asymmetric self-play for automatic goal discovery in robotic manipulation. OpenAI et al, 2021 [4] An automatic curriculum for learning goal-reaching tasks. Zhang et al, 2021 [5] Automatic curriculum learning through value disagreement. Zhang et al, 2020 [6] Exploration via hindsight goal generation. Ren et al, 2019 [7] Automatic goal generation for reinforcement learning agents. Florensa et al, 2018",-1.0,1.0,-1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,"the review point contains several claims. firstly, it claims that maintaining a list of all discovered and to-be-reached goals is not tractable in most environments. secondly, it claims that the active learning mechanism described is a standard setting and not a novel contribution. however, the reviewer does not provide any justification or evidence to support these claims. there is no attempt to explain why maintaining such lists is not tractable or why the active learning mechanism is not novel. the references listed do not directly support these claims, as they are not used to substantiate the reviewer's points. therefore, the review point lacks verifiability as the claims are not justified or verified in any way."
3649,NIPS_2020_791,There are several issues here which I would like the authors to address: * Could the authors comment on the use percentile rank? I understand the reasoning behind it more or less but this is not explained in the paper at all. * What is the relationship between the CDF and percentile rank in this case? is there a way to express one with the other? * The experiments show that in a controlled setting (where a clear target patch and template patch are defined) it is possible to explain several illusions. One thing which is common to all the illusions is that the target patch is flat - what about cases where the patch to explain may have some structure? like the Kanitze triangle? this would make a much more convincing case for the method. * The authors show that the percentile rank correlates with the perceived *relative* lightness (for example) but they do not show if this is actually at the same scale of perception - do subjects report the same change in lightness perception? (I'm sure these numbers can be found in literature). * Only one generative model is tested here - do results change with other models? say a simple GMM or a sparse coding based one?,* Only one generative model is tested here - do results change with other models? say a simple GMM or a sparse coding based one?,0.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,"the review point ""only one generative model is tested here - do results change with other models? say a simple gmm or a sparse coding based one?"" does not contain any claims. it is a general question asking whether the results would differ if other models were used, such as a gaussian mixture model (gmm) or a sparse coding-based model. this is a factual observation about the paper's content, specifically noting the use of only one generative model, and it does not express an opinion or suggest a change. therefore, it does not require any justification or verification."
3390,NIPS_2020_875,"- Some of the claims made by the authors seem imprecise (see below), and the presentation could be more clear/streamlined. - Parts of the proposed approach seem somewhat ad-hoc, and would benefit from better empirical or theoretical motivation (see below). - Some of the baselines in the experiments seem weak or missing.",- Some of the baselines in the experiments seem weak or missing.,-1.0,-1.0,-1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,"the review point ""some of the baselines in the experiments seem weak or missing"" contains a claim that the baselines used in the experiments are inadequate or absent. however, the reviewer does not provide any explanation or attempt to justify this claim. there is no mention of specific baselines that are weak or missing, nor is there any reasoning or evidence provided to support the assertion. therefore, this review point lacks verifiability as the reviewer has not made any effort to validate their claim."
4072,NIPS_2020_1186,"Theoretical Grounding: - Since the regret bound relies on bounding the state reconstruction error at each point in a finite-length sequence, it seems clear to me that the bound only applies to MBRL algorithms that rely exclusively on full-episode rollouts for planning (e.g. PILCO). This criticism in particular seems to apply to the practical algorithm used in the submission, since it relies on a parametric value function approximator to make the planning horizon more tractable. - In practice we don't know \beta _a priori_. How should \beta be chosen? Empirical Evaluation: - The method is not evaluated in a stochastic environment. If you have set out to solve the issue of conflation of epistemic and aleatoric uncertainty, you should evaluate your method in a stochastic environment, not deterministic Mujoco environments. As it is the experiments give the impression of a bait-and-switch. - No comparison to competing methods only an ablation of the proposed exploration strategy with greedy improvement and approximate Thompson Sampling. - No ablations of β (presumably a crucial design choice). - No demonstration that their dynamics models as implemented satisfy their calibration assumption. Significance/Impact: - Information on the specific implementation details is fairly sparse (e.g. what learning rate and batch size did you use for your dynamics models? Did you reuse a previous implementation of MPO?). Reproducing the authors' findings would likely prove very difficult. MBRL is notorious in the machine learning field for reproducibility issues. If you (the authors) had to reimplement your method from scratch tomorrow, what details would you need?",- No comparison to competing methods only an ablation of the proposed exploration strategy with greedy improvement and approximate Thompson Sampling.,0.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,NO_LABEL,NO_LABEL
2482,NIPS_2021_277,"Weaknesses:
The first two rows in Table 1 show that the proposed ITC loss significantly improves the performance. I wish to hear discussions and comments on where the ITC could be useful. Is it specified to the proposed vision-transformer-related VLP models, or it could be extended to the Vilt-like structure [21] with linear projection only, or even to the conventional VLP methods [13,2,3] with detector features.
The ablation of the model architecture might be necessary to understand the source of improvements, i.e., from the proposed losses and distillation, or the change in model architecture and patch size. Specifically, it might be necessary to ablate 1) different model sizes, e.g., small, base, large; 2) different patch sizes and numbers, e.g., ViT/32, /16, and input image size; 3) the influence of model initialization in Sec 3.1.
A minor concern is the comparison to SOTA in Table 4. The compared methods are the BASE version of the SOTA [3,8]. The LARGE version of [3,8] yields similar performance to the reported numbers.
A comment: The contribution of the momentum distillation and the analyses in Section 4 limit at applying the related techniques (moving average teacher in semi-supervised learning [33], the mutual information maximization perspective in NLP [A]) onto the VLP methods. Nonetheless, the proposed techniques and analyses do help the VLP study.
[A] A mutual information maximization perspective of language representation learning
The limitations and societal impacts are discussed in the conclusion section.","2) different patch sizes and numbers, e.g., ViT/32, /16, and input image size;",-1.0,1.0,0.0,0.0,nan,nan,nan, This needs the rest of the review to annotate,nan,nan,nan,nan,nan,NO_LABEL,NO_LABEL
5529,NIPS_2020_1796,"While the result is interesting, many of the design decisions behind the models and training procedures seemed poorly motivated and discussion on their nuances lacking. - Why represent the rewards as a function of a VAE used to encode exploratory frames in the environment? How does more or less exploration impact the effect of the auxiliary rewards learned this way? - What is the impact of environment ordering during training? Are there any curriculum effects at play? Why train with such a curriculum in the first place? An ablation demonstrating the necessity of this approach would contextualize this decision. - The language stating ""the agent learns R_AUP"" was confusing (Line 138). The reviewer believes this language was meant to describe ""training the Q_i functions"" corresponding to each R_i. This confusing language was used in the caption for the reward learning curves in the supplementary materials, which seems supported by the statement starting on Line 202: ""In the supplementary material..."" - Some key concepts are not defined, for example ""initial state reachability"" (Line 42). - It seems the claim that safe reinforcement learning focuses on just avoiding negative side effects during training is inaccurate. As stated in the abstract of a paper the authors cite (García et al, 2015), safe RL is also concerned with safety at deployment. - The language is often unclear, e.g. Line 211: ""AUP stops moving entirely."" The reviewer believes this is referring to the AUP learning a policy in which the agent remains immobile. - The discussion around the theoretical results (3.2) does not add much insight to the experiments and results presented in the paper. - The contribution is not very novel, as it is simply applying AUP as presented in Turner et al, 2020 to another environment, with little to no modification. - Not clear why Lines 55-57 are included in the related work, as they do not seem particularly relevant to safe RL.",- What is the impact of environment ordering during training? Are there any curriculum effects at play? Why train with such a curriculum in the first place? An ablation demonstrating the necessity of this approach would contextualize this decision.,0.0,1.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,NO_LABEL,NO_LABEL
4072,NIPS_2020_1186,"Theoretical Grounding: - Since the regret bound relies on bounding the state reconstruction error at each point in a finite-length sequence, it seems clear to me that the bound only applies to MBRL algorithms that rely exclusively on full-episode rollouts for planning (e.g. PILCO). This criticism in particular seems to apply to the practical algorithm used in the submission, since it relies on a parametric value function approximator to make the planning horizon more tractable. - In practice we don't know \beta _a priori_. How should \beta be chosen? Empirical Evaluation: - The method is not evaluated in a stochastic environment. If you have set out to solve the issue of conflation of epistemic and aleatoric uncertainty, you should evaluate your method in a stochastic environment, not deterministic Mujoco environments. As it is the experiments give the impression of a bait-and-switch. - No comparison to competing methods only an ablation of the proposed exploration strategy with greedy improvement and approximate Thompson Sampling. - No ablations of β (presumably a crucial design choice). - No demonstration that their dynamics models as implemented satisfy their calibration assumption. Significance/Impact: - Information on the specific implementation details is fairly sparse (e.g. what learning rate and batch size did you use for your dynamics models? Did you reuse a previous implementation of MPO?). Reproducing the authors' findings would likely prove very difficult. MBRL is notorious in the machine learning field for reproducibility issues. If you (the authors) had to reimplement your method from scratch tomorrow, what details would you need?","- The method is not evaluated in a stochastic environment. If you have set out to solve the issue of conflation of epistemic and aleatoric uncertainty, you should evaluate your method in a stochastic environment, not deterministic Mujoco environments. As it is the experiments give the impression of a bait-and-switch.",1.0,1.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,NO_LABEL,NO_LABEL
2969,NIPS_2022_1846,"Weaknesses and Questions 1. For the distribution estimation, this paper uses three Gradient flow networks to learn different parameters. According to Section 4.3, the networks learn specific parameters for each class using different inputs (i.e., x ¯ j
). That is to say, the network F 1
will output c j j = 1 n for n
classes. However, in Line 142, the authors point that the parameter c
is shared between all classes. How to unify this c
? 2. How to update F 2
, and F 3
via minimizing Eq. (16)? When the classifiers are fixed, it seems that only the network F 1
can be trained. 3. Some experimental details are missing. 3.1. What is the ratio of training data D t
to validation data D v
in the training stage. 3.2. What is the value of initial c
. 4. In Table 2, the metric-based baseline FEAT performs similar accuracy to the proposed method. It’s better to discuss the superiority of the method in terms of time consumption. According to Algorithm 2, the upper bound Eq. (14) simplifies the training of classifiers, but Eq. (16) is still difficult to compute. Typo: In Table 2, the description does not match the content, e.g., ""Euclidean Metric"" (or ""Hyperbolic Metric"") and ""Model"".",3. Some experimental details are missing. 3.1. What is the ratio of training data D t to validation data D v in the training stage. 3.2. What is the value of initial c .,0.0,1.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,NO_LABEL,NO_LABEL
3661,NIPS_2020_1466,"- Regarding the comparisons in Table 1., I would have liked to see comparisons with [9], [10] and/or [11]. SMPL and ASAP are good, but they are blended with an initialization from the authors' method and a comparison with DHBC alone is not completely convincing. - The method requires the ground truth correspondences as supervision which is a strong assumption. Many related methods ([11, 13, 40] in the paper) investigated the unsupervised setting at least to some degree and therefore allow for training on non-synthetic data. - The authors decided to limit themselves to human shapes in this work, although there are no modelling assumption that clearly require this. While I can to some extent understand this decision, it would still be interesting to see some qualitative generalization results to other classes of shapes. I understand that your method requires the human template for training, but similar methods [11] also show at least some examples that are not human or only close to human shape.","- The method requires the ground truth correspondences as supervision which is a strong assumption. Many related methods ([11, 13, 40] in the paper) investigated the unsupervised setting at least to some degree and therefore allow for training on non-synthetic data.",-1.0,1.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,NO_LABEL,NO_LABEL
315,ICLR_2022_2903,"Weaknesses / Questions for authors ===
""Coherence"" seems to be an important topic of the paper. It is mentioned often, and Section 3.1 provide a formal definition of epsilon-coherence. However, in the empirical results this didn't seem to be mentioned anymore. It made me wonder: what is the use of the formal definitions in Section 3.1? I was expected this to be used to evaluate the models. Maybe it did, but then it wasn't clear to me, so in any case I think the relation between the experiments and Section 3.1 can be made clearer.
I found the explanation of the newly proposed relation decoder the ""Dynamic Comparator"" too short. It was difficult for me to understand what it did. More importantly: it seems to outperform all other models very convincingly, but I could not find any discussion on why you believe this is the case. So I felt the empirical results deserve more detailed reflection. Perhaps an ablation study would be interesting?
The empirical studies by itself are also somewhat one-sided (MNIST --> BlockStack). Did you also try the other direction? I.e., train on the BlockStack domain and then evaluate on MNIST? More generally, I was wondering whether the empirical setup is actually similar to how we humans learn. Can we really learn a relation such as ""larger than"" from one domain, and can we directly apply it to another? This is actually not directly clear to me. I can imagine we learn a relation in multiple domains, after which we are able to generalize to new domains.
All appendices seem to be missing from the PDF.
=== Detailed comments for improving the paper ===
Section 2:
I liked the formalisation and I think it was well presented, also the example was helpful.
Section 3:
""Z is a latent variable, itself draw from marginal p_z"" --> ""draw"" should be ""drawn"". Also, I believe p_z is a prior instead of a marginal.
In Definition 3: ψ S ( S )
is undefined, I supposed it means ψ S ( S ) = ψ S ( s ) s ∈ S
, i.e. all encoding of S?
It could be helpful to add a sentence explaining the measure on substructures, e.g., saying that this value will be close to 1 if the soft-structure is similar to the structure.
""It is straightforward to show that ∑ S σ . . . = 1
"" --> what are we summing over here? All possible interpretations of \sigma use S? Please clarify this.
""If we have a theory \Tau over \sigma"" --> I don't get this, isn't a theory defined over the language which contains the relations?
Section 4:
Overall I found this section quite difficult to follow and I wasn't sure the details were relevant (but I could be wrong here). You could consider removing some technical details here (and moving them to the appendix), so that you have more space for possible additional experiments.
The grounding s i j k
is used but only in the next paragraph it is explained what it means, so please define it beforehand.
It is not explained what an ""atomic subformula"" is.
Section 5:
""given a domain images"" --> remove ""a""
""latent space ."" --> remove space
The explanation on the DC is extremely dense, and I'd like to understand better why you developed it this way and why you think it works well.
Section 8:
""ordinaliety"" --> ordinality",".. = 1 "" --> what are we summing over here? All possible interpretations of \sigma use S? Please clarify this. ""If we have a theory \Tau over \sigma"" --> I don't get this, isn't a theory defined over the language which contains the relations? Section 4: Overall I found this section quite difficult to follow and I wasn't sure the details were relevant (but I could be wrong here). You could consider removing some technical details here (and moving them to the appendix), so that you have more space for possible additional experiments. The grounding s i j k is used but only in the next paragraph it is explained what it means, so please define it beforehand. It is not explained what an ""atomic subformula"" is. Section 5: ""given a domain images"" --> remove ""a"" ""latent space ."" --> remove space The explanation on the DC is extremely dense, and I'd like to understand better why you developed it this way and why you think it works well. Section 8: ""ordinaliety"" --> ordinality",1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,NO_LABEL,NO_LABEL
1305,ICLR_2023_1603,"Weaknesses - 1. The main drawback of the design is that it relies heavily on a centrally available dataset. One of the two primary goals of the system is to handle non-IIDness in the data, which raises the question - how does the performance of F2L depend on the quality of the root dataset at the server. How well does the root dataset represent the non-IIDness present among the clients? How is scalability affected if the root dataset is not updated to well represent the newly joined clients? More experiments are required to convince the reader that the system can do well even when the root dataset does not exactly represent the data distribution among the clients. 2. Table 1 shows that F2L performs significantly better than Fed-Distill. The lower performance of the other benchmarks can be attributed to the fact that they do not leverage any information from a root dataset. What essentially leads to this improvement with respect to Fed-Distill? Do they both use the same root datasets? Is Fed-Distill well tuned for best performance? 3. Figure 2c shows the performance of F2L when a client is injected into the system midway during the training. F2L can be seen to perform better than vanilla FL. Can this be attributed to knowledge distillation? How would it compare with Fed-Distill? How sensitive are the observations with respect to the knowledge distillation parameters - lambda and temperature? 4. F2L relies on switching between LKD and FedAvg after sufficient convergence has happened. How is this threshold chosen? What can be a general way to choose this value for any dataset? 5. Figure 3 shows that a student can outperform a teacher in F2L. This experiment was performed on EMNIST. Does this observation hold in general, independent of the dataset? If not, what conditions does this depend on?",3. Figure 2c shows the performance of F2L when a client is injected into the system midway during the training. F2L can be seen to perform better than vanilla FL. Can this be attributed to knowledge distillation? How would it compare with Fed-Distill? How sensitive are the observations with respect to the knowledge distillation parameters - lambda and temperature?,0.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,NO_LABEL,NO_LABEL
3946,NIPS_2020_1659,"The ability of EvolveGraph to uncover known dynamic relations is not explored in as much detail as it could be. More specifically, the one synthetic experiment designed to evaluate this is somewhat simple, in that all relations change from ""active"" to ""inactive"" for all entities at the same moment in time, and this switch happens once. What happens when relations change at different times for different variables? What happens if the re-encoding gap is ""out of sync"" with the actual change in relations? How well does the model perform if relations change multiple times aperiodically? These questions are not explored here. There are a few modeling decisions which are made that are not explained or explored either. The ones that stick out to me: - The observation model has learned attentional coefficients that seem to be static across time. Do these contribute meaningfully to model performance? Also, doesn't the fact that these coefficients are static mean that they ""pre-determine"" the impact some variables have on others in a data-agnostic manner? - A different prediction mode is selected for each variable for every time step. What happens if modes are re-evaluated less often? How do the frequency of mode selection and relation re-prediction relative to each other impact final performance? - How many modes does the model predict, and how does performance vary as the number of predicted modes changes? Right now, it's difficult to understand if the performance improvements are primarily due to modeling multi-modality, modeling dynamic relations, or both. These criticisms are relatively minor, however; there is enough present in this work for it to be a worthwhile publication.",- A different prediction mode is selected for each variable for every time step. What happens if modes are re-evaluated less often? How do the frequency of mode selection and relation re-prediction relative to each other impact final performance?,0.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,NO_LABEL,NO_LABEL
4665,NIPS_2020_789,"- My main concern is that, I don’t see the benefits of modeling the data as a union of subspaces, where each subspace corresponds to a class, when the representation space is *learned*. In particular, since these subspaces won’t be orthogonal in practice, on real data. In an unsupervised setting, to recover the subspaces, one needs to perform subspace clustering, which is a hard problem and computationally expensive to perform. In a supervised setting, where estimation of the subspaces is easy, one needs to do nearest-subspace-classification which is more intricate than linear classification. In stark contrast, a linear head trained with a cross-entropy loss learns a representation space with approximately linearly separable regions for each class. As a consequence, classification is simple (linear) and Lp distances in representation space are meaningful (which is not necessarily the case when the classes lie on a union of subspaces). - I acknowledge the encouraging results regarding robustness of the representations learned with the proposed method. However, there are many other methods which can make neural networks with linear classification head more robust, for example [c]. Therefore I believe a union of subspace structure is not fundamentally required to achieve this. - While the theoretical analysis reveals interesting properties of the learned representation, it completely ignores the relationship between the individual data points and their representation, defined through the feature extractor. It is well-known that the structure and properties of the extractor crucially impact the learned representation, possibly even more than the loss, see e.g. [ZF14]. [c] Elsayed, Gamaleldin, et al. ""Large margin deep networks for classification."" Advances in neural information processing systems. 2018. --- Update after rebuttal: Thanks to the authors for their response. I now better see the benefits of encouraging orthogonality between class regions in the feature space, which is why I increased my rating. However, I'm still not sure whether the theoretical result is useful to explain what is going on, as I still believe the network architecture is crucial for the structure in the feature space. Furthermore, as pointed out by the other reviewers, the method seems to have many similarities with previous methods, which should be discussed more precisely.","- I acknowledge the encouraging results regarding robustness of the representations learned with the proposed method. However, there are many other methods which can make neural networks with linear classification head more robust, for example [c]. Therefore I believe a union of subspace structure is not fundamentally required to achieve this.",-1.0,1.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,NO_LABEL,NO_LABEL
3498,NIPS_2020_944,"1. Weighted retraining is not new. The cross-entropy method (De Boer et al., 2005; Neil et al., 2018) maximizes the expectation E_p(x)[f(x)] of the objective function f(x) when sampling from a policy p(x) by periodically retraining p(x) on the samples with the highest reward, e.g. those with a reward above a quantile cutoff (i.e. using a stepwise weighting function). Instantiations of the cross-entropy method include DbAs (Brooks et al) and FBGAN (Gupta et al). Reward weighted regression (RWR) (Hachiya et al) is another existing optimization technique that employs weighted retraining. Angermueller et al. (http://arxiv.org/abs/2006.03227) recently employed these techniques as baselines for high-dimensional discrete optimization. 2. The described rank-based weighting function is not new. See RankGAN (Lin et al. 2017) or LeakGAN (Guo et al. 2017) for an example. 3. The evaluation is missing important baselines such a DbAs, FBGAN, RWR, and model-based optimization. 4. Chemical design task: It is unclear how the optimization trajectory of ‘original’ was obtained. How were new data points sampled from JT-VAE? Why does the trajectory stop at 250? 5. In addition to JT-VAE, I would also like to see a comparison with GCPN (You et al) and reinforcement learning. 6. What do error bars represent? How often were experiments repeated with different random seeds?",6. What do error bars represent? How often were experiments repeated with different random seeds?,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,NO_LABEL,NO_LABEL
5646,NIPS_2018_809,"Weakness: - The uniqueness of connecting curves between two weights would be unclear, and there might be a gap between the curve and FGE. A natural question would be, for example, if we run the curve findings several times, we will see many different curves? Or, those curves would be nearly unique?  - The evidences are basically empirical, and it would be nice if we have some supportive explanations on why this curve happens (and whether it always happens). - The connections of the curve finding (the first part) and FGE (the second part) would be rather weak. When I read the first part and the title, I imagined that take random weights, learn curves between weights, and find nice wights to be mixed into the final ensemble, but it was not like that. (this can work, but also computationally demanding)  Comment: - Overall I liked the paper even though the evidences are empirical. It was fun to read. The reported phenomena are quite mysterious, and interesting enough to inspire some subsequent research. - To be honest, I'm not sure the first curve-finding part explains well why the FGE work. The cyclical learning rate scheduling would perturb the weight around the initial converged weight, but it cannot guarantee that weight is changing along the curve described in the first part.","- The connections of the curve finding (the first part) and FGE (the second part) would be rather weak. When I read the first part and the title, I imagined that take random weights, learn curves between weights, and find nice wights to be mixed into the final ensemble, but it was not like that. (this can work, but also computationally demanding) Comment:",-1.0,1.0,-1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,NO_LABEL,NO_LABEL
2557,NIPS_2019_220,"Weaknesses: 1. Unclear experimental methodology. The paper states that 300W-LP is used to train the model, but later it is claimed same procedure is used as was used for baselines. Most baselines do not use 300W-LP dataset in their training. Is 300W-LP used in all experiments or just some? If it is used in all this would provide an unfair advantage to the proposed method. 2. Missing link to similar work on Continuous Conditional Random Fields [Ristovski 2013] and Continuous Conditional Neural Fields [Baltrusaitis 2014] that has a similar structure of the CRF and ability to perform exact inference. 3. What is Gaussian NLL? This seems to come out of nowhere and is not mentioned anywhere in the paper, besides the ablation study? Trivia: Consider replacing ""difference mean"" with ""expected difference"" between two landmarks (I believe it would be clearer) ","3. What is Gaussian NLL? This seems to come out of nowhere and is not mentioned anywhere in the paper, besides the ablation study? Trivia: Consider replacing ""difference mean"" with ""expected difference"" between two landmarks (I believe it would be clearer)",1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,NO_LABEL,NO_LABEL
5336,NIPS_2020_814,"- Only applies to overdetermined least-squares (LS) problems, which is a bit uninteresting at this point. We can solve these quite well already. - Practical performance improvement by using orthogonal transforms is slight (only apparent as sketch becomes larger, where it is less useful; and in the regimes studied by numerical simulations, the decay factor rho was very small for all methods, so convergence was super fast for everything and the differences were not that great) - Everything is in the asymptotic regime, which is not obviously useful, and not very standard for sketching results - The language of the paper oversells things, since it keeps referring to things as ""optimal"" without qualifying that everything is asymptotic.","- Practical performance improvement by using orthogonal transforms is slight (only apparent as sketch becomes larger, where it is less useful; and in the regimes studied by numerical simulations, the decay factor rho was very small for all methods, so convergence was super fast for everything and the differences were not that great) - Everything is in the asymptotic regime, which is not obviously useful, and not very standard for sketching results - The language of the paper oversells things, since it keeps referring to things as ""optimal"" without qualifying that everything is asymptotic.",-1.0,1.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,NO_LABEL,NO_LABEL
5043,NIPS_2020_443,"- Apart from ridge regression, there are some regression models like lasso regression the authors might try. - For Table 1, the notation should be aligned with its description. - Overall, I am quite curious why 2v2 accuracies for all hypotheses are just slightly better than the random chance. Why is that? Correct me if I am wrong, thanks.","- For Table 1, the notation should be aligned with its description.",1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,NO_LABEL,NO_LABEL
