paper_id,venue,focused_review,point,human_discard,id
ICLR_2023_4640,ICLR_2023,"Weakness:
This proposed method is an incremental improvement based on existing works such as pseudo-label few-shot object detection and teacher-student semi-supervised object detection.
It is not fair to directly compare the proposed method with many existing methods because the proposed adaptive mining uses additional images where there is an implicit assumption that novel objects must be presented in these images even if they don’t need manual annotations. I think that the authors should report few-shot results using the same training images as other common few-shot object detection methods. In fact, there are unlabeled instances in few-shot training images because only a few instances are labeled and multiple instances are presented and unlabeled in training images. Furthermore, it is not clear how many additional images are used in the proposed method.
The recent few-shot methods report experimental results based on a common few-shot object detection setting and a generalized few-shot object detection setting. However, this paper only reports results using a generalized few-shot object detection setting.
The proposed method is more complex including more hyper-parameters ( α
, N, δ
, and β
) and fine-tuning stages (mined implicit novel instances and clear few-shot samples). It is not practical for real-world applications.
The hyper-parameter δ
appeared in different equations such as Eqs. 6 and 7. Please confirm if they are the same.",6 and 7. Please confirm if they are the same.,1,471
ICLR_2023_4759,ICLR_2023,"Weakness:
The concept of cosine distance seems misused. In Eq. (5), the reviewer suppose it was 1 − cos ⁡ ( f ( x s ) , M ) .
The sensitivity of hyper-parameters in the proposed method are not specified and discussed, e.g., δ
in Eq. (5), λ
in Eq. (6) and α
in Eq. (7), β
in Eq. (8). These hyper-parameters determine the effectiveness of the proposed method.
Many concepts are vague. This makes it hard to clearly understand the proposed method, for exmaple, 1) n i
in Eq. (2) denotes class id or a set of class samples? 2) In Eq.(5), I
denotes a set of examples that should be a set I
Some assumptions are not rigorously verified. For example, the authors assume that samples neear the mid-point of two protypes are hardest samples.
The authors try to find the outlier anchor using the protypes and correct them. The outliers are assumed as noise which will pull away the prototype. So, why do we keep these outliers? If these outliers can be identified, why do not delete these outliers instead of correct them?
There are some typos and format problems, for example, 1) the citation format in Introduction, 2) lambda --> λ
in Eq. (6); 3) ""We take the sphere with m"" --> M",1) n i in Eq. (2) denotes class id or a set of class samples?,1,475
ICLR_2023_47,ICLR_2023,"Clarity:
In the related works section, first paragraph, many italicized terms are used but not explained. I was familiar with all terms except primacy bias, which I had to look up separately while reading. But in general, these terms should be quickly defined to make the paper easier to read.
The first paragraph of 5.1.2 is written poorly and hard to read, please fix it. Experiments:
IQMs are listed (which is great) but the authors should probably explain IQM and the “Fraction of runs with score > τ
” statistics for readers unfamiliar with the benchmarking paper that introduced these metrics.
While the provided analysis on different algorithm design choices in light of high replay ratios is useful, I’m not sure that what the authors analyzed is the most sensible thing to analyze. The paper is about replay ratio scaling through resetting network parameters. Therefore, there should be analysis on two things: 1) different replay ratios, and 2) how/when to reset network parameters. The authors provide analysis of 1) through trying different replay ratios, but insufficient analysis of 2) as in Section 4 they define their reset strategies and just stick with it. I think the paper really should have this analysis to be more useful as an empirical study to inform design choices for other researchers.
In combination with the experiments in Section 5, it would be useful to have an experiment with an offline RL algorithm (perhaps IQL or CQL). Offline RL is increasingly popular and also being deployed on real robots, so the authors should study their replay ratio increases with an offline algorithm to make the paper more useful for researchers.
Minor details:
“The number of agent updates per environment step is usually called replay ratio, and most standard algorithms were designed to have values around or below 1” → not sure if they were designed to have values around or below 1, I think this statement would be more accurate if it was something like “most standard algorithms are trained with a replay ratio around 1.”
“under tasks switches” → “under task switches”
“with a same algorithm” → “with the same algorithm”
“for evaluation and comparisons, we follow the protocol suggested by Agarwal et a. (2021)” missing a period","1) through trying different replay ratios, but insufficient analysis of",1,476
ICLR_2023_3031,ICLR_2023,"- The technique seems to be in its early stages and it seems as if tuning needs to be performed for every new dynamical system and setting. First, the different training phases are difficult to follow and makes me wondering if the pipeline is robust enough. Also, please explain how was chosen to use a 4-layer U-Net for the Lorenz-63 and only a 3-layer U-Net for the Lorenz-96. - Network structure: it is not clear which losses are minimized at the different phases, in particular, the perturbator+flow operator is not clear. From eq. 11, it looks as if the dynamics and the data fidelity losses were applied on the same current state x_hat, while my understanding was that L_rec was calculated on the perturbator's output while L_dyn was calculated on the flow operator's output. If the hybrid loss is calculated on the final output of the 2 blocks, I don't se how we can enforce the decoupling of the two goals as stated. - It is difficult to understand the size of the input data and latent data. In particular, please give axis labels on Figure 1 images, as it first looks like a 2D spatial problem, while later it is explained that the input is of size time and location. Please also clarify what does T represent in Figure 2: I guess the time dimension, and in this case where is the location dimension? - Please explain best the following sentence: 'For the case in which the prior dynamics are unbiased': in a real setting, how can we know if the prior dynamics are biased or not? - 'espilon(t) represents the white Gaussian noise.' --> isn't it reductive? - Why stopping at 8 and 10 blocks for the experiments, while it looks as if the results are always improving with more blocks?
Typos: Specifically, The perturbator
The perturbator uses the observations and labels it has learned to perturb the reconstructed states to make it deviate from the original flow --> please rephrase
Figure 3: the color do not match Figure 1, as here the colors are also linked to training/no training. Maybe use another sign to indicate training/no training, as a red line surrounding the box.",- 'espilon(t) represents the white Gaussian noise.' --> isn't it reductive?,1,478
jvOvJ3XSjK,ICLR_2024,"- **The paper is missing important related work.** The main motivation for this method seems to be that it's hard to differentiate through the optimization problem for arbitrary optimization problems. However, there has been work in the predict-then-optimize literature that addresses this problem exactly. Specifically, Shah et al. [1] learn ``decision losses'' that learn the mapping from $\hat{\zeta} \to regret(x^\star(\hat{\zeta}), \zeta)$ (as defined in eq. (3)) to get around the issue of having to learn differentiable surrogates (there have also been more recent follow-ups [2,3] that make this more efficient). Even more generally, because you do not consider combinatorial optimization problems but rather continuous optimization problems, you could just use numerical differentiation methods to find the exact derivatives $\frac{\partial regret}{\partial \hat{\zeta}}$. For reasonable values of $|z| = 30, 50$ (as in this paper) along with some clever optimization tricks (e.g., warm-starting, GPU-acceleration, etc.) this may not be doable. There has also been a paper [4] that says you can get away with very simple surrogate gradients as well. All in all, these are just the tip of the iceberg. This space is not nearly as unexplored as the related work in this paper suggests, and it is important to compare LtOF to these alternate approaches.
- **The experiments are poorly designed and implemented.** I have several concerns with the experiments in this paper:
1. *Two out of three domains do not have reasonable baselines:* Nonconvex QP and AC-OPF compare only to two-stage and not any EPO alternatives. As this paper has noted, the fact that you can do better than two-stage is well-known at this point. The question is about whether you can do better than other reasonable EPO alternatives like [1].
1. *No comparison to prediction + pre-trained LtO:* One simple baseline would be to compare to optimizing over a pre-trained LtO model. In Figures 2 and 3 you argue that this is bad, but never show experimental results on it? If (a) you train the LtO model on the distribution of $\zeta$ and then (b) you pre-train the predictive model on a two-stage loss and then fine-tune it on a pre-trained LtO model, the distribution shift may not be too bad and perhaps it may not perform too badly? Is this the EPO with Proxy Regret baseline? It doesn't seem to be defined anywhere. Do you do any of the things suggested above to improve performance? How do you do hyperparameter tuning? Overall, this baseline seems to be a straw man.
1. *Other concerns:* Where are the error bars? There seems to be an overload of $k$ as a measure of complexity of the mapping of $z \to \zeta$ and also a measure of complexity for $F_\omega$. Often for EPO, it works better to have a simpler predictive model $F_\omega$ due to overfitting issues; have you tried this? Also, it is often useful to ""mix a little two-stage loss"" into the EPO objective. Have you tried this?
- **I don't think that the *idea* is particularly novel/interesting.** Taken together, I believe that you *could* choose to solve predict-than-optimize problems using LtOF, and even that you could do better than two-stage. However, as the paper has noted as well, this has been studied time and again. Moreover, the idea of using LtO to solve for $x^\star(\zeta)$ is not particularly novel, imo. I think the more interesting question is about whether you *should* do it in this way and when, and I don't think the paper has answered this question. Specifically:
1. *Generalization of LtOF to similar problems:* What happens if we want to change the number of stocks in our portfolio optimization problem at test time? In EPO, predictions are typically made per-stock $i$ using covariates $z_i \to \hat{\zeta}_i$. As a result, we can, for example, remove some of the stocks from our portfolio optimization problem at test-time without having to re-train.
1. *Being able to use the optimal solver at test time:* From Table 2, we can see that the regret before restoration for the AC-OPF domain is *very* different than after restoration. This suggests that LtOF is not able to learn how to make good decisions. As a result, it seems like it would be useful to be able to use an optimal planner at test-time. This seems even more true in, e.g., shortest path or ranking problems where there is a lot of structure in the constraints. This begs the question, when should you (a) predict the intermediate parameters, e.g., using prediction + LtO separately, versus (b) predict decisions directly from features?
1. *Interpretability/Fairness/Additional Considerations:* This is hard enough for prediction alone, does LtOF make this easier or harder in the predict-then-optimize case? References:
1. Shah, Sanket, et al. ""Decision-Focused Learning without Differentiable Optimization: Learning Locally Optimized Decision Losses."" NeurIPS (2022).
2. Zharmagambetov, Arman, et al. ""Landscape surrogate: Learning decision losses for mathematical optimization under partial information."" arXiv preprint arXiv:2307.08964 (2023).
3. Shah, Sanket, et al. ""Leaving the Nest: Going Beyond Local Loss Functions for Predict-Then-Optimize."" arXiv preprint arXiv:2305.16830 (2023).
4. Sahoo, Subham Sekhar, et al. ""Backpropagation through combinatorial algorithms: Identity with projection works."" ICLR (2023).","4. Sahoo, Subham Sekhar, et al. ""Backpropagation through combinatorial algorithms: Identity with projection works."" ICLR (2023).",1,543
7sMR09VNKU,ICLR_2024,"**Major**:
- The limitation acknowledged in section 5 (_""training our model requires having optimal trajectories""_) is very strong. It undermines quite a bit of the setup and background about learning from data being general, having a ton of applications, etc. Moreover, I don't believe this is even mentioned until the experiments section--it should be in the abstract.
- The experiments section is unconvincing and pretty weak. For how many thousands of learning algorithms have been thrown at the cartpole and inverted pendulum over the last 30+ years, comparing to a single algorithm is not an adequate baseline. There are many model-based and model-free approaches that have worked well on those two toy-ish problems; I'm not convinced that the authors' algorithm is required or SOTA here.
- A few experimental/implementation details have been swept under the rug -- the most prominent (unless I missed it) being the role of $T$ and $M$ -- how big do they need to be in theory, in practice, how do you set them.
- No code was provided (as far as I can tell in the reviewer console). **Minor**:
- Table 1 is not a good way to present this data (which isn't compared to the other alg.), the tolerances seem pretty loose as well.
- I have no idea what Table 2 and the related section are talking about. It seems like it is somehow implementing an MPC-style algorithm, but it's really unclear.
- The related work doesn't acknowledge almost anything written from about 1965 to 2005, and only slightly more pre-2015. The words ""system identification"" do not appear in the paper at all, which is concerning.",- No code was provided (as far as I can tell in the reviewer console). **Minor**:,1,551
BCRZq5nNZu,ICLR_2024,"- Originality
- Contributions are incremental and novelty is limited.
- Quality
- [Page-1, Section-1, Para-3] When a model sequentially learns over a sequence of datasets (in this case chunks) without having the measures of retaining the past knowledge it tends to forget the past learning as evident in the CL literature in both cases of homogeneous and heterogeneous data (chunk) distributions. Therefore, it is expected that the model performance will drop in such cases, hence the second claim is a valid expectation in such a setting and does not constitute a significant outcome of the analysis.
- In practical scenarios where task boundaries are not pre-known or specified, per-chunk weight averaging could easily worsen the model performance as averaging is done without consideration of the current chunk's domain/distribution as compared to the past chunks.
- Per-chunk weight averaging can be seen as the simplest form of knowledge aggregation technique in a continual learning setting. Hence, it reduces forgetting in the ideal (class-balanced) scenario which is the usual expectation from such techniques and does not constitute high significance as more sophisticated methods have already been developed in CL literature like weight regularization, data replay and incorporating additional parameters.
- The chunking setting described in the papers is ideal and data for such settings is also generated under simplified and impractical assumptions which will not scale to the online settings with changing data distributions in real-world scenarios.
- I am keen to hear the response of the authors on this and hope that they can change my point of view.
- Clarity
- It is difficult to keep track of the different data preparation techniques for ""offline SGD"", ""standard CL"" and ""chunking"" methods. It would be better to have clear algorithms and/or pictorial illustrations for the same.
- [Page-2, Section-2, Para-2] Please elaborate on the classification problems being referred to here.
- [Figure-2] The Font size is too small, please increase it and also add an explanation of the models shown in the legend (Move them from Appendix A to the Figure caption).
- Inconsistent use of terminologies. Please clarify the following terminologies (maybe in a tabular format) so that the reader can refer to them whenever required:
- ""offline learning""
- ""plain SGD learning""
- ""full CL setting""
- ""standard CL""
- ""online CL""
- Significance
- [Table-2] As ""per-chunk weight averaging"" strategy involves updating weight parameters. It would make sense to compare it with the existing ""weight regularization"" based CL strategies like the below methods:
- [EWC] -> Kirkpatrick, James, Razvan Pascanu, Neil Rabinowitz, Joel Veness, Guillaume Desjardins, Andrei A. Rusu, Kieran Milan et al. ""Overcoming catastrophic forgetting in neural networks."" Proceedings of the national academy of sciences 114, no. 13 (2017): 3521-3526.
- [SI] -> Zenke, Friedemann, Ben Poole, and Surya Ganguli. ""Continual learning through synaptic intelligence."" In International conference on machine learning, pp. 3987-3995. PMLR, 2017.
- Typographical errors:
- [Page-1, Section-1, Para-1] ""thwart"" -> ""thwarted"", ""focuses CL"" -> ""focuses of CL""
- [Page-2, Section-2, Para-2] ""called called"" -> ""called""",- I am keen to hear the response of the authors on this and hope that they can change my point of view.,1,558
yaR0hqaGbI,ICLR_2025,"## Weaknesses
- **[Major]** Why are PDO and GlobalE presented as separate baselines? One minimizes the KL-divergence between the distribution of predicted labels on the probe set and a uniform prior and the other maximizes the entropy of the distribution. These are mathematically identical.
- **[Major]** What is the point of introducing the framework of V-usable information? It is easy to compute the KL divergence between the distribution of labels in your training set and the distribution of predicted labels directly. The problem stated in Eq. 1 can be solved by simply choosing the ordering that attains the lowest loss.
- **[Major]** What is the interpretation of $\log_2 P_{\text{LLM}}(a \mid \Pi(\mathcal{A}) \oplus \emptyset)$? From my understanding, you are simply concatenating a bunch of labels and prompting the LLM to get a probability score for the label of a probing example. However, it seems as though prompting the LLM in such a manner can result in gibberish since this type of prompt clearly is very contrived. Why not directly compute an empirical distribution on the true training examples?
- **[Major]** The framework proposed in this work fixes the order of the exemplars. However, the order should be **query dependent.** Based on the observation of [1], many ICL/RAG works order the exemplars based on their similarity to the query [2,3,4], but this is not discussed or used as a baseline in this work. Compared to LLM inference with long contexts, a simple similarity based reordering should be very cheap.
- **[Major]** It seems like there is no statistically significant difference in performance in the vast majority of the experiments...
- **[Minor]** What is the point of using LLM generate probes? I understand that this saves annotation cost, but in the many shot setting where we are already required to annotate ~150 examples, why not manually annotate a few extra samples to use as a validation set? I am skeptical of whether or not the validation set is reliable when it is purely synthetic.
- **[Minor]** The writing for Section 3 needs significant improvement. In its current state, one must repeatedly look at prior work in order to get any understanding of what the actual problem set up is. See comments below:
1. Many terms are used without being defined. For example, ""probing samples"" in Line 125 or ""optimal ignorance requirement"" in Line 184 are not terms that are used in the broader ML community, and should be properly defined.
2. What is $\pi(i)$ in line 194? This is never defined.
3. What is the difference between $\mathcal{A}$ and $A$ in Equation 4? Is this a typo?
4. It is not mentioned that the ""probing samples"" are LLM generated until line 199.
## References
[1] Lost in the Middle: How Language Models Use Long Contexts (https://arxiv.org/abs/2307.03172)
[2] In-Context Learning for Text Classification with Many Labels (https://aclanthology.org/2023.genbench-1.14.pdf)
[3] What Makes Good In-Context Examples for GPT-3? (https://arxiv.org/pdf/2101.06804)
[4] Retrieval-Augmented Generation for Large Language Models: A Survey (https://arxiv.org/pdf/2312.10997)",2. What is $\pi(i)$ in line 194? This is never defined.,1,565
oFIU5CBY9p,ICLR_2025,"* The write-up is quite hard to understand and the notation seems overwhelming at some points. I know the basics of denoising diffusion models, but I was not quite able to follow in what space the diffusion happens and how exactly it is mapped back and forth into the tabular representation. Figure 1 doesn’t help much to gain a better understanding. In particular, I would have appreciated a section which would detail the generation procedure. I do not understand where in Figure 1 noise is input to generate synthetic samples and in diffusion models there are different generation paradigms as well, such as latent diffusion etc. I do not think the write-up is very accessible in its current form.
* Related Work. This is not the first attempt to build a tabular foundation models trained on multiple datasets. Notable approaches include TabPFN (Hollmann et al., 2023). I also wonder how LaTable compares to other approaches (although mainly focused on classification), such as Yak et al. (2023) or Zhu et al. (2023). It is unfortunate, that these competing approaches are neither discussed nor compared in the evaluation.
* Conditional Generation / Classification is not evaluated. The authors describe how conditional generation can be implemented with LaTable, but do not test is as far as I see. This also trivally allows to use LaTable for the classification task (by conditioning on all tabular features and letting the model generate the label). Here, it would be insightful to compare LaTable’s performance to models such as TabPFN, XTab, or GREAT. Also in addition, zero-shot and fine-tuning with the entire dataset should be considered for a comprehensive evaluation.
* The evaluation only uses ML Efficiency (Train Synth., Test Real, TSTR). For a comprehensive picture, the performance of a model trained on the real data should be included as an upper baseline to assess the data quality gap in the TSTR table. In addition, there could be further data quality metrics, including metrics such as the Discriminator metric (e.g. used in Borisov et al., 2023) where a model is trained to differentiate between original and synthetic data and its performance is reported. Also some quantitative results could complement the evaluation.
The overall impression of the submission suggests that not much care was taken to prepare the current manuscript for submission and several important things have been neglected:
* The citation format is incorrect, citep is not used properly
* The Appendix and Supplementary materials are missing
* There are several formatting issues, e.g., Figure 2
* Text in formulas should be wrapped in \text, e.g. \text{softmax} (eqn. 1, 2)
* There is no code available.
While these points may be fixed, I think for submission at a respected venue such as ICLR more care should be taken.
**Summary.** Overall, the submission seems to be rushed and I think a thorough revision is needed. This should include a more accessible write-up, studying classification performance and additional data quality metrics, and comparing with other attempts for building large tabular models. Typos:
* Please check if “e.g.” should be followed by a comma.
* l. 237: transformer‘s
* l. 207 mathbb{R} instead of normal R
* Caption of Figure 2: Capitalization of LaTable ---------------- **References**
Zhu, B., Shi, X., Erickson, N., Li, M., Karypis, G., and Shoaran, M. XTab: cross-table pretraining for tabular transformers. In Proceedings of the 40th International Conference on Machine Learning (pp. 43181-43204), 2023
Yak, Scott, Yihe Dong, Javier Gonzalvo, and Sercan Arik. ""IngesTables: Scalable and Efficient Training of LLM-Enabled Tabular Foundation Models."" In NeurIPS 2023 Second Table Representation Learning Workshop. 2023.
Hollmann, Noah, Samuel Müller, Katharina Eggensperger, and Frank Hutter. ""TabPFN: A Transformer That Solves Small Tabular Classification Problems in a Second."" In The Eleventh International Conference on Learning Representations, ICLR 2023.
Vadim Borisov, Kathrin Sesler, Tobias Leemann, Martin Pawelczyk, and Gjergji Kasneci. Language models are realistic tabular data generators. ICLR 2023.",* Please check if “e.g.” should be followed by a comma.,1,568
Z30Mdbv5jO,ICLR_2025,"- The lack of precise mathematical formulation raises doubt about proposition 1 and its proof:
- The main inequality in equation 17 (appendix) is justified only verbally and is not obvious to me.
- A counterexample for the inequality in line 841 could be a dataset mainly consisting of dark rooms with all ground truth renderings being black except for one where the lights are on (with possibly very complex geometry or even transparent and reflective materials). For this case, fitting the marginal distribution can be easier than fitting the conditional distribution, if the given scene s happens to be the one with lights on.
- Moreover, if the 3D structure (point cloud) is obtained from 2D images only via stereo reconstruction (DUSt3R [1]), then an image encoder should be theoretically able to encode the images in the same way as the composition of DUSt3R and the point cloud encoder used in the method. Following this argument, a strict inequality as in proposition 1 is not reasonable.
- Some lack of clarity:
- What exactly is the implementation of the learnable embedding function PosEmb in equation 3?
- What is meant with ""uncertainty of unconstrained images"" (line 265)? Does this mean that generated images are not fully 3D-consistent?
- Regarding the confidence-aware 3DGS optimization in section 4.4, it is unclear how the loss in equation 6 is still used / relevant for the final loss in equation 7, which does not use equation 6 anymore.
- Somewhat unfair comparison with baselines:
- The proposed method relies heavily on the strong priors learned by DUSt3R [1] and the video diffusion model.
- All baselines are trained more or less from scratch on small-scale datasets compared to the large-scale datasets for training video diffusion models.
- Therefore, it is not that surprising that the proposed method generalizes much better to other datasets out of the training/finetuning data distribution.
- Restriction to view interpolation:
- Given that the method makes use of a pre-trained video diffusion model, the restriction to interpolation of the camera trajectory between two input views is unsatisfactory.
- In many cases, two views as conditioning already eliminate uncertainty in the reconstruction task entirely such that deterministic approaches like pixelSplat [4] and MVSplat [5] already produce detailed and sharp reconstructions.
- The proposed generative approach with a strong prior trained on large-scale single view data should be able to extrapolate from input views to some extent, which the paper misses to evaluate.
- This is especially critical, if the paper motivates the method with the limitation of generalizable 3D reconstruction methods that ""struggle to generate high-quality images in areas not visible from the input perspectives"" (lines 143f.).
- Missing relevant related work and possible baseline:
- latentSplat [2] aims to bridge the gap between regression models for generalizable NVS and generative models for 3D reconstruction and is therefore a very relevant work and potential baseline.
- GeNVS [3] was one of the first approaches to generative novel views with a diffusion model conditioned on 3D-aware (pixelNeRF) features and is therefore important related work.
Minor comments:
- The paper sometimes uses the terms ""conditioning"" and ""guidance"" interchangeably, although they have different meanings to me (conditioning: giving something as additional input to the diffusion model; guidance: using CFG or also gradients (e.g. classifier guidance) to affect the sampling process). A more precise use of these terms would be helpful.
- The ablation study in table 3 could be extended to contain all different combinations of leaving out individual components in order to find possible dependencies between them. References:
- [1] DUSt3R: Geometric 3D Vision Made Easy. CVPR 2024
- [2] latentSplat: Autoencoding Variational Gaussians for Fast Generalizable 3D Reconstruction. ECCV 2024
- [3] Generative Novel View Synthesis with 3D-Aware Diffusion Models. ICCV 2023
- [4] pixelSplat: 3D Gaussian Splats from Image Pairs for Scalable Generalizable 3D Reconstruction. CVPR 2024
- [5] MVSplat: Efficient 3D Gaussian Splatting from Sparse Multi-View Images. ECCV 2024",- GeNVS [3] was one of the first approaches to generative novel views with a diffusion model conditioned on 3D-aware (pixelNeRF) features and is therefore important related work. Minor comments:,1,587
bWT6OBJ71x,ICLR_2025,"- It seems that a version of this phenomenon was first pointed out for modular addition in Appendix K / Figure 21 in [1]. This is worth some discussion from the authors. In particular, while these additional experiments help strengthen this conjecture, it’s not clear to me what new understanding the ‘completeness hypothesis’ gives us.
- The ‘representation completeness hypothesis’ is not clearly formalized / or operationalized.
- For the toy tasks considered, initial embeddings for models that perform very well on the task (and whose final models are reasonably well-described by the task-metric-interpretation) have weaker completeness signals than other permutations (Fig 1 for the remainder task) or for arrangements (Figure 2 for XOR). “Significantly exceeds the average” does not seem, to me, like a strong enough result to validate this hypothesis.
- In a similar vein, the definition for the ‘correct’ idealized/interpretable representation is not obvious. The task metrics hypothesized in this work seem imperfect; some discussion on some of the failures of prediction is probably merited. In particular, whether the prediction error explained by an imprecise metric definition, idealized interpretation, or general messiness in the final model (and if the latter, why doesn’t completeness hold for real models).
- These experiments only motivate the hypothesis for toy algorithmic tasks (and not e.g. transformers trained on text). This should probably be noted.
- The varying dimensionality experiments seem under-motivated and a poor fit for the rest of the paper.
[1] Liu, Ziming, et al. ""Towards understanding grokking: An effective theory of representation learning."" Advances in Neural Information Processing Systems 35 (2022): 34651-34663.","- The varying dimensionality experiments seem under-motivated and a poor fit for the rest of the paper. [1] Liu, Ziming, et al. ""Towards understanding grokking: An effective theory of representation learning."" Advances in Neural Information Processing Systems 35 (2022): 34651-34663.",1,597
QfyZ28FpVY,ICLR_2025,"Please refer to “Questions” for Major Concerns.
**Minor points**
- In Fig. 1, the middle panel incorrectly depicts DNA barcodes binding to the target protein; it should show “building blocks” instead. A correct version can be found in (Shmilovich et al., 2023).
- In line 104, ZIP loss has not been defined.
- In line 147, the statement “While existing methods offer improved scalability and the ability to capture complex molecular interactions, they still face challenges in interpretability” is vague and needs further elaboration.","- In line 104, ZIP loss has not been defined.",1,629
b57IG6N20B,ICLR_2025,"**Major**
1. It seems the compression ratio only depends on the depth of the Encoder (Line 201). How about the effect of different configurations of RVQ? Could the authors provide some ablation studies over the configurations of RVQ (i.e., the codex size, the dimensions of each code, etc.)?
2. As AE+RVQ has a certain ability for representation learning, how about the classification performance from the quantized embeddings (after quantizer)? **Minor**
1. I’m not sure whether the amount of iEEG datasets is enough, as the SWEC iEEG dataset only contains 14 hours of recording (across 15 subjects). Additional publicly available iEEG datasets the authors should be aware of:
- Brain TreeBank (https://neurips.cc/virtual/2024/poster/97751): Their dataset (https://braintreebank.dev/) contains 43 hours of iEEG recording (not preprocessed).
- Du-IN (https://arxiv.org/abs/2405.11459): Their dataset contains 36 hours of iEEG recording (after bipolar reference).
To further prove the advantage of pre-training on clean data source (i.e., iEEG) -- **training BrainCodec on iEEG and then transferring to EEG yields higher reconstruction quality than training on EEG directly**, could the authors provide results of the model pre-trained on both SWEC iEEG dataset and Brain TreeBank? Besides, could the authors provide the effect of different reference methods (e.g., laplacian/bipolar reference instead of median reference, Line 274)?
2. More downstream classification can be included, e.g., 4 classification tasks in BrainBERT[1] based on the Brain TreeBank dataset. **Reference**:
[1] Wang C, Subramaniam V, Yaari A U, et al. BrainBERT: Self-supervised representation learning for intracranial recordings[J]. arXiv preprint arXiv:2302.14367, 2023.",- Brain TreeBank (https://neurips.cc/virtual/2024/poster/97751): Their dataset (https://braintreebank.dev/) contains 43 hours of iEEG recording (not preprocessed).,1,631
NIPS_2016_279,NIPS_2016,"Weakness: 1. The main concern with the paper is the applicability of the model to real-world diffusion process. Though the authors define an interesting problem with elegant solutions, however, it will be great if the authors could provide empirical evidence that the proposed model captures the diffusion phenomena in real-world. 2. Though the IIM problem is defined on the Ising network model, all the analysis is based on the mean-field approximation. Therefore, it will be great if the authors can carry out experiments to show how similar is the mean-field approximation compared to the true distribution via methods such as Gibbs sampling. Detailed Comments: 1. Section 3, Paragraph 1, Line 2, if there there exists -> if there exists.","1. Section 3, Paragraph 1, Line 2, if there there exists -> if there exists.",1,665
NIPS_2016_321,NIPS_2016,#ERROR!,"+ The theoretical bounds (section 5) are interesting, even though most of the results are special cases or straightforward extensions of known results. Negative aspects:",1,674
NIPS_2016_374,NIPS_2016,"weakness is the presentation: - From my understanding of the submission instructions, the main part of the paper should include all that one needs to understand the paper (even if proofs may be in supplementary material). I thus found it awkward to have a huge algorithm listing as in Alg. 2, without any accompanying text explaining it, and to have algorithms in the supplementary material without giving at least a brief idea of the algorithms in the main body of the paper. This makes it hard to read the paper, and I think it is not appropriate for publication. - Perhaps something more should be done to convince the reader that a query of the type SEARCH is feasible in some realistic scenario. One other little thing: - what is meant by ""and quantities that do appear"" in line 115?","- what is meant by ""and quantities that do appear"" in line 115?",1,679
NIPS_2016_321,NIPS_2016,#ERROR!,+ The paper builds upon existing spectral methods for parametric HMMs but introduces novel techniques to extend those approaches to the non-parametric case.,1,689
NIPS_2017_357,NIPS_2017,"- the manuscript is mainly a continuation of previous work on OT-based DA
- while the derivations are different, the conceptual difference is previous work is limited
- theoretical results and derivations are w.r.t. the loss function used for learning (e.g.
hinge loss), which is typically just a surrogate, while the real performance measure would
be 0/1 loss. This also makes it hard to compare the bounds to previous work that used 0-1 loss
- the theorem assumes a form of probabilistic Lipschitzness, which is not explored well.
Previous discrepancy-based DA theory does not need Prob.Lipschitzness and is more flexible
in this respect.
- the proved bound (Theorem 3.1) is not uniform w.r.t. the labeling function $f$. Therefore,
it does not suffice as a justification for the proposed minimization procedure.
- the experimental results do not show much better results than previous OT-based DA methods
- as the proposed method is essentially a repeated application of the previous work, I would have
hoped to see real-data experiments exploring this. Currently, performance after different number
of alternating steps is reported only in the supplemental material on synthetic data.
- the supplemental material feels rushed in some places. E.g. in the proof of Theorem 3.1, the
first inequality on page 4 seems incorrect (as the integral is w.r.t. a signed measure, not a
prob.distr.). I believe the proof can be fixed, though, because the relation holds without
absolute values, and it's not necessary to introduce these in (3) anyway.
- In the same proof, Equations (7)/(8) seem identical to (9)/(10)
questions to the authors:
- please comment if the effect of multiple BCD on real data is similar to the synthetic case ***************************
I read the author response and I am still in favor of accepting the work.","- In the same proof, Equations (7)/(8) seem identical to (9)/(10) questions to the authors:",1,715
NIPS_2017_217,NIPS_2017,"- The paper is incremental and does not have much technical substance. It just adds a new loss to [31].
- ""Embedding"" is an overloaded word for a scalar value that represents object ID.
- The model of [31] is used in a post-processing stage to refine the detection. Ideally, the proposed model should be end-to-end without any post-processing.
- Keypoint detection results should be included in the experiments section.
- Sometimes the predicted tag value might be in the range of tag values for two or more nearby people, how is it determined to which person the keypoint belongs?
- Line 168: It is mentioned that the anchor point changes if the neck is occluded. This makes training noisy since the distances for most examples are computed with respect to the neck.
Overall assessment: I am on the fence for this paper. The paper achieves state-of-the-art performance, but it is incremental and does not have much technical substance. Furthermore, the main improvement comes from running [31] in a post-processing stage.","- ""Embedding"" is an overloaded word for a scalar value that represents object ID.",1,721
